Loan purpose ,ID,Length of time as a client ,Length of loan ,Type of business / Industry ,Years in business ,Start-up business ,Cash-on-hand ,Total assets ,Debt/equity ratio ,Risk
Operation Expansion,2834,19,10,Manufacturing,18,No,6097364.298,25321870.05,50,33.59129656
New Equipment,2835,18,7,High-Tech,16,Yes,4875166.386,11803790.61,26,58.17699455
Employee/Payroll,2836,5,1,Financial Services,2,No,5786486.211,12616356.41,28,73.06745729
Operation Expansion,2837,13,4,Manufacturing,20,No,4488562.361,29225815.41,44,39.55940771
Working Capital,2838,11,5,Financial Services,18,Yes,7295503.58,22884124.53,18,44.91010675
Inventory,2839,3,8,Manufacturing,5,No,5576358.643,24783099.97,39,61.97446473
Working Capital,2840,12,3,Financial Services,17,Yes,5733821.129,29439161.45,27,52.07054999
Employee/Payroll,2841,17,6,Manufacturing,11,Yes,5399060.424,21893862.23,18,59.02779559
Employee/Payroll,2842,3,3,Healthcare,15,Yes,3236031.416,30331027.3,26,63.09986542
Inventory,2843,9,1,Retail,20,No,4858656.963,16906228.1,57,45.88440513
Inventory,2844,18,10,Hospitality,13,No,7582120.125,22554903.98,22,32.46262147
Operation Expansion,2845,8,4,Retail,12,Yes,7477681.386,31547896.21,15,49.91492186
Employee/Payroll,2846,11,2,Manufacturing,9,Yes,2315356.143,30143379.45,54,77.79227686
Inventory,2847,11,8,Manufacturing,16,Yes,3231446.434,13703263.07,25,63.98186368
Real Estate,2848,1,4,High-Tech,17,No,3489143.833,17079490.37,43,55.34530276
Working Capital,2849,14,9,Healthcare,17,Yes,4763174.536,28809640.68,36,50.73844822
Real Estate,2850,17,9,Healthcare,2,Yes,5747747.539,36673515.11,51,69.33716217
Employee/Payroll,2851,1,3,Healthcare,16,Yes,3233872.172,39412976.79,22,57.6120155
Working Capital,2852,10,8,Manufacturing,2,No,5106292.517,33090968.51,42,63.89788879
Inventory,2853,11,1,Hospitality,13,Yes,7792870.799,23126261.49,18,51.15372872
Working Capital,2854,7,10,Financial Services,3,Yes,4457600.847,20564648,30,79.69817277
Employee/Payroll,2855,16,6,Retail,2,No,3436241.015,25903277.2,15,63.85237249
Inventory,2856,14,8,Hospitality,8,Yes,6489196.965,24760318.92,54,61.40023235
New Equipment,2857,15,3,Retail,10,No,4066735.923,26656339.87,49,58.98747045
Employee/Payroll,2858,11,4,Retail,17,No,4362299.592,30959794.35,35,42.09997316
Inventory,2859,9,1,Manufacturing,15,Yes,5930590.894,25761318.42,27,58.04449744
Working Capital,2860,2,6,Retail,6,Yes,5777523.594,27645757.9,19,69.35556589
Real Estate,2861,20,3,Financial Services,19,No,5478275.248,28228409.06,62,38.17491472
New Equipment,2862,13,2,Financial Services,8,Yes,1960513.001,23959953.22,23,81.35772848
Inventory,2863,1,1,Retail,4,Yes,3216247.477,17791640.6,38,90.58912511
Real Estate,2864,1,2,Retail,16,No,6106090.501,21806633.97,54,49.7557553
Operation Expansion,2865,9,10,Healthcare,1,No,4599163.973,25995736.78,49,67.37728323
Operation Expansion,2866,5,6,Financial Services,15,Yes,6173982.564,17985707.95,52,60.44094639
Real Estate,2867,1,3,Financial Services,15,No,2710753.508,31013337.89,64,58.48912116
Inventory,2868,10,6,Retail,3,Yes,5815452.386,21341818.48,22,73.94022607
Employee/Payroll,2869,16,1,Manufacturing,5,No,6048028.527,19494241.29,64,63.92234415
Inventory,2870,18,4,Hospitality,13,No,4899033.387,25475575.51,45,46.63422236
Operation Expansion,2871,7,10,Financial Services,4,No,4160087.507,13417961.2,44,70.33479526
Real Estate,2872,18,9,Retail,8,Yes,5137424.549,27179512.09,28,63.57980428
Inventory,2873,10,2,Manufacturing,3,No,4601038.112,27229191.97,36,68.88660561
Real Estate,2874,19,7,Hospitality,20,No,4258560.944,24769056.73,45,36.65750938
Employee/Payroll,2875,18,6,High-Tech,2,Yes,3329967.021,26886216,38,79.36070791
Operation Expansion,2876,11,6,Financial Services,10,Yes,4402709.215,19137801.82,35,70.59659241
Working Capital,2877,20,10,Hospitality,10,Yes,7691542.571,16800663.53,38,54.31765614
New Equipment,2878,20,2,Retail,8,Yes,5427169.532,17766962.38,27,70.9676151
Working Capital,2879,2,8,Retail,19,Yes,5518669.84,42893426.88,65,45.98198216
Working Capital,2880,6,6,Financial Services,8,Yes,3669761.715,38655113.49,27,69.34913928
Real Estate,2881,9,1,Retail,1,Yes,5877076.136,14315823.97,55,88.36386866
New Equipment,2882,2,6,Retail,12,No,6437536.462,34361709.98,30,45.77028202
Working Capital,2883,18,6,Healthcare,3,Yes,4830572.564,27964823.46,22,72.25016775
Employee/Payroll,2884,19,7,Healthcare,5,Yes,3926426.058,17954526.11,39,75.78986512
Working Capital,2885,12,10,Retail,1,Yes,5898849.39,26061536.75,32,74.32098308
Operation Expansion,2886,3,8,Manufacturing,16,Yes,4428707.316,29831099.15,63,59.68518695
Real Estate,2887,13,6,Retail,12,No,4825344.716,29193288.89,60,50.87183983
Working Capital,2888,7,6,Hospitality,7,Yes,5638464.783,27277224.13,52,69.23200958
Working Capital,2889,17,6,Healthcare,19,Yes,3353634.545,19590688.95,55,57.89372714
New Equipment,2890,4,6,Financial Services,7,No,8058420.058,11881424.28,59,59.71723797
Operation Expansion,2891,12,5,Hospitality,12,No,5557477.229,29970892.2,52,46.48629873
Operation Expansion,2892,11,9,Retail,20,No,3454687.593,14402403.09,39,44.69391834
New Equipment,2893,17,8,Hospitality,9,No,5471158.49,28635118.98,28,47.9875919
Inventory,2894,2,1,Financial Services,7,Yes,6677042.946,33716130.58,58,69.641618
Inventory,2895,8,8,Financial Services,3,No,4479855.763,18968627.92,64,70.11509684
Operation Expansion,2896,17,2,Retail,2,Yes,2712574.488,20666197.64,19,85.69813531
Inventory,2897,7,10,Hospitality,12,Yes,4099201.983,27529456.69,27,59.96882882
Inventory,2898,7,8,Financial Services,10,Yes,7004324.415,31244869.72,65,58.53269144
Operation Expansion,2899,19,2,Healthcare,1,Yes,7113534.667,23867620.8,15,69.34971201
Inventory,2900,15,10,Hospitality,5,Yes,3496342.067,21602775.47,60,75.49370972
New Equipment,2901,15,5,Retail,2,Yes,5916815.143,34634469.86,36,73.02998308
New Equipment,2902,12,4,Financial Services,12,No,4952972.031,27544099.01,21,50.09626122
Employee/Payroll,2903,7,2,Retail,12,Yes,5106389.48,24737214.76,44,66.13205346
New Equipment,2904,8,6,High-Tech,8,No,3687505.973,22497474.51,44,64.06392115
New Equipment,2905,9,9,Retail,8,Yes,7089239.865,8465533.524,50,70.32973091
New Equipment,2906,11,2,High-Tech,15,Yes,4105326.748,33546658.53,47,61.19504566
Real Estate,2907,11,10,Healthcare,8,No,4055081.737,21515076.98,24,57.30502856
Operation Expansion,2908,1,9,Retail,13,No,4795374.607,19904042.27,62,54.02083534
New Equipment,2909,7,4,Healthcare,15,Yes,5591645.889,22159348.73,64,62.23321828
Real Estate,2910,18,9,Hospitality,18,Yes,5100728.316,23182410.3,21,46.14662723
Working Capital,2911,6,3,Financial Services,17,No,6301330.402,22811472.37,24,42.01075532
Operation Expansion,2912,13,8,Manufacturing,13,Yes,4465617.751,17351752.67,54,65.92875493
New Equipment,2913,7,5,Retail,14,No,4434577.858,14842828.76,22,54.3251223
Employee/Payroll,2914,2,8,Retail,12,Yes,3399924.528,27400944.62,23,65.4302986
New Equipment,2915,15,1,Retail,14,Yes,2931517.096,40186281.78,22,61.28641254
Inventory,2916,5,3,High-Tech,6,Yes,5128900.219,34492850.18,37,70.81389651
Real Estate,2917,16,6,High-Tech,14,Yes,4769870.209,25932578.48,43,58.7107719
Real Estate,2918,12,1,Hospitality,15,Yes,2967117.916,25048918.67,64,68.269751
Employee/Payroll,2919,12,4,High-Tech,20,No,6881837.551,17307917.45,16,29.42848384
Inventory,2920,3,9,Hospitality,14,No,3700975.628,19161761.13,64,53.57311526
Inventory,2921,4,10,Hospitality,13,No,4541573.073,18072223.28,58,51.78952179
Real Estate,2922,13,5,Hospitality,8,No,4635096.035,41622084.23,61,52.17511296
New Equipment,2923,18,8,Manufacturing,12,No,4381677.132,31493311.18,46,49.20986509
Real Estate,2924,10,9,Hospitality,17,Yes,5191602.376,28068344.14,49,51.38454998
Inventory,2925,17,8,Hospitality,11,Yes,4710592.75,25744059.83,40,59.96540058
Employee/Payroll,2926,8,6,Healthcare,2,Yes,5430355.576,31251491.74,22,72.42603536
Real Estate,2927,15,6,Hospitality,11,Yes,4810364.469,22632515.89,59,65.38551564
Employee/Payroll,2928,19,7,High-Tech,19,Yes,4595421.529,30616208.24,18,41.71028121
Employee/Payroll,2929,3,3,High-Tech,5,Yes,1847175.789,36139663.48,29,81.35288981
Inventory,2930,9,8,Hospitality,10,Yes,7033769.696,22540727.56,62,59.24866816
Employee/Payroll,2931,1,4,Financial Services,8,Yes,4370155.023,26146191.14,22,72.71286228
New Equipment,2932,11,9,Retail,1,No,2326054.128,24015278.47,60,77.79200548
Operation Expansion,2933,11,10,Retail,10,No,5957535.74,23688846.43,34,48.17220513
Real Estate,2934,20,4,Financial Services,17,No,1893805.974,14958660.98,53,57.05712759
New Equipment,2935,3,5,Manufacturing,3,Yes,4582945.891,32752688.96,15,76.5677428
Operation Expansion,2936,6,4,Retail,5,Yes,6188149.365,17988017.48,50,77.10745882
Inventory,2937,19,6,Manufacturing,10,Yes,7929077.47,16322871.41,29,57.33230871
Employee/Payroll,2938,18,1,Healthcare,10,No,9871223.253,19810708.73,18,36.70211578
Working Capital,2939,17,5,Retail,6,Yes,5861695.62,21316273.77,51,71.44129125
Inventory,2940,10,6,Financial Services,9,No,6010263.31,19742829.82,64,55.95924532
Working Capital,2941,9,4,Manufacturing,20,Yes,2478462.876,34125947.72,43,57.97947429
Inventory,2942,3,7,Financial Services,7,No,4260371.035,18818844.02,50,66.15003377
Employee/Payroll,2943,14,6,Financial Services,20,Yes,3163640.885,30812994.6,44,52.25575959
Inventory,2944,6,4,Hospitality,11,Yes,4575932.078,20754415.03,24,66.72229879
Inventory,2945,15,4,Retail,18,Yes,6071865.976,12664318.54,46,54.87337924
New Equipment,2946,9,3,Healthcare,2,Yes,2856504.171,24830256.88,45,90.12341973
Inventory,2947,7,8,Healthcare,5,Yes,6449824.621,35366200.33,44,64.86142416
New Equipment,2948,2,9,Retail,10,Yes,4729266.011,32710304.42,16,61.84273033
Employee/Payroll,2949,19,10,High-Tech,13,No,4012077.029,30591610.19,26,40.95490381
Inventory,2950,20,10,Hospitality,7,Yes,5593580.803,30356627.69,50,60.07553539
Operation Expansion,2951,5,9,Manufacturing,12,Yes,3987555.497,27843758.55,51,66.59208541
Real Estate,2952,4,2,Financial Services,2,No,6253394.854,26414439.47,23,66.69179622
Operation Expansion,2953,18,2,Financial Services,15,No,5585054.029,30856075.26,64,43.68444487
Inventory,2954,8,1,High-Tech,12,Yes,4107890.502,31418495.5,41,66.23425496
Working Capital,2955,18,8,Manufacturing,8,No,7279065.824,29144594.9,35,45.73700759
Employee/Payroll,2956,9,1,Retail,15,Yes,5754295.017,20873425.81,27,59.09609706
Employee/Payroll,2957,6,4,Manufacturing,1,No,3762104.95,29809021.35,39,73.42212849
Inventory,2958,1,6,Hospitality,7,Yes,5161259.858,16100883.12,51,76.17520681
Operation Expansion,2959,3,6,Hospitality,4,Yes,5164010.355,32629345.77,40,73.54394755
Employee/Payroll,2960,13,10,Manufacturing,4,No,5942277.152,16695890.12,46,61.07650028
Employee/Payroll,2961,10,1,Hospitality,4,Yes,5939969.858,25131644.32,57,75.20461498
Operation Expansion,2962,13,2,Financial Services,20,Yes,5162124.367,34587279,42,48.36881088
New Equipment,2963,8,6,Financial Services,4,Yes,5192061.939,28031879.68,64,78.27942574
Operation Expansion,2964,6,8,High-Tech,8,No,3855025.179,24368671.83,55,61.12228389
Inventory,2965,17,8,Manufacturing,4,Yes,3829466.142,29485103.71,27,73.61876388
Working Capital,2966,8,3,Financial Services,13,Yes,4801381.95,16892405.59,24,67.32704337
Inventory,2967,1,4,Hospitality,10,Yes,4548166.53,30849060.04,46,68.37213439
Real Estate,2968,10,3,Retail,12,Yes,7138733.059,27033402.54,60,59.85439732
Real Estate,2969,2,5,Retail,12,Yes,5167017.193,29096714.08,62,66.51348783
Employee/Payroll,2970,13,1,Financial Services,13,No,4417015.715,15087348.27,58,58.12233957
Employee/Payroll,2971,7,9,Manufacturing,15,Yes,6900978.135,19754986.28,33,52.90184958
Working Capital,2972,4,2,Retail,12,Yes,2319328.681,24356193.96,23,75.01121903
Real Estate,2973,14,7,Retail,2,Yes,4594662.439,16997583.66,42,83.26675475
Operation Expansion,2974,6,7,Manufacturing,1,No,7586081.409,15594030.17,22,63.69347685
Employee/Payroll,2975,3,2,Retail,11,No,6117140.844,31740522.36,63,51.51663192
New Equipment,2976,9,6,Financial Services,14,Yes,5472383.184,34220067.35,18,53.50703756
Operation Expansion,2977,10,7,Manufacturing,14,No,3589717.309,26180275.7,57,52.91147373
Operation Expansion,2978,20,10,Financial Services,2,No,2364775.09,16143161.78,27,72.18007937
Inventory,2979,20,1,High-Tech,4,No,3501096.574,28423775.78,15,61.01419706
New Equipment,2980,15,6,Healthcare,15,No,6680959.48,21240119.13,23,39.50128248
Operation Expansion,2981,10,6,Manufacturing,8,No,6443196.782,36756422.36,18,45.51304448
Working Capital,2982,20,9,Financial Services,1,Yes,6497206.917,17829195.13,20,72.09436592
Inventory,2983,15,5,Retail,16,Yes,1574662.875,37421549.54,45,61.50040206
Real Estate,2984,6,2,Retail,9,Yes,4012810.452,35796388.85,23,69.77151406
Real Estate,2985,20,7,Manufacturing,6,Yes,6999522.663,41118505.18,59,59.29890696
Working Capital,2986,12,1,Manufacturing,3,No,5440376.504,26245614.18,62,69.07174594
New Equipment,2987,4,2,Hospitality,10,Yes,4665802.873,27134080.15,49,72.04007762
Real Estate,2988,13,2,Financial Services,15,No,2736894.06,17104497.24,31,58.82167577
Working Capital,2989,3,4,Hospitality,8,Yes,5906039.88,31551052.02,21,64.28853452
Inventory,2990,11,1,Financial Services,20,No,4430969.981,17003197.39,27,44.68697568
Employee/Payroll,2991,11,7,High-Tech,14,Yes,5558794.969,21561272.03,30,55.7485063
Real Estate,2992,7,9,High-Tech,18,No,6371563.5,22253445.29,41,37.04100604
New Equipment,2993,12,8,Healthcare,18,Yes,7871457.04,21006056.88,41,45.2284113
New Equipment,2994,16,4,Manufacturing,13,No,5879408.091,12134676.48,28,52.42414826
New Equipment,2995,13,4,Financial Services,11,Yes,6164936.406,12620507.2,55,69.52297596
Real Estate,2996,11,9,High-Tech,5,Yes,7633115.547,36244195.71,43,59.72207992
Employee/Payroll,2997,3,5,Retail,4,No,4008109.937,21940413.27,17,66.26396336
Real Estate,2998,3,5,Retail,14,Yes,2710993.185,17219087.85,24,72.39764287
Inventory,2999,10,5,Manufacturing,11,No,6071091.396,19552682.04,23,50.42067997
Working Capital,3000,11,10,Manufacturing,5,No,2056944.604,24708663.54,35,69.73739132
Employee/Payroll,3001,13,2,High-Tech,18,Yes,6823091.64,24249004.67,64,49.09613756
Real Estate,3002,2,5,Hospitality,5,Yes,4240145.288,29224863.34,57,79.10048707
Real Estate,3003,5,10,Retail,18,Yes,8900766.815,26179247.79,52,41.42022181
New Equipment,3004,13,6,Retail,13,Yes,3761335.054,29208719.35,30,63.4252859
Operation Expansion,3005,13,2,Retail,19,Yes,3801836.942,23123574.11,26,56.65604808
Inventory,3006,6,1,Manufacturing,15,Yes,5921771.879,30235782.34,34,58.15378524
Operation Expansion,3007,7,7,Retail,7,Yes,5232793.437,24656951.82,51,71.82553021
Working Capital,3008,3,9,Hospitality,11,Yes,3922051.24,14104494.55,31,71.13704994
Working Capital,3009,20,3,Financial Services,1,No,6863208.801,27346092.5,29,60.72416265
Employee/Payroll,3010,6,9,Manufacturing,18,No,7792841.297,29637738.53,30,28.8284904
Employee/Payroll,3011,8,8,Retail,10,Yes,4234101.899,24815413.97,44,67.65236042
Working Capital,3012,15,9,High-Tech,18,Yes,5062194.684,15964437.58,32,52.13680514
Working Capital,3013,6,9,Hospitality,16,Yes,7152606.598,12088842.55,58,54.4992479
Employee/Payroll,3014,10,9,Hospitality,3,No,4283184.033,34105701.75,56,60.52921483
New Equipment,3015,18,7,Hospitality,18,No,3847960.798,26170359.94,17,37.04333629
New Equipment,3016,9,10,Financial Services,10,No,5643113.243,29535079.95,31,49.07742482
Working Capital,3017,6,8,Hospitality,4,No,6216636.141,33934606.03,47,55.94840128
Real Estate,3018,17,2,Retail,4,Yes,4700723.533,22443042.07,15,74.77269867
Operation Expansion,3019,1,3,Healthcare,4,No,6429624.134,39254601.19,37,57.98183919
Real Estate,3020,19,1,Manufacturing,9,Yes,5954954.745,27089888.75,35,66.4320257
Real Estate,3021,12,1,Healthcare,5,No,6079031.633,38498929.63,20,53.78411148
Operation Expansion,3022,8,7,Healthcare,11,Yes,6098297.479,20842975.04,23,60.45331839
Operation Expansion,3023,13,6,Manufacturing,5,Yes,4471140.7,26320399.19,15,70.85512589
Real Estate,3024,9,10,Financial Services,6,Yes,3461670.239,22191278.07,54,78.92478769
Working Capital,3025,5,2,Manufacturing,15,Yes,4118504.412,20460357.67,20,65.9317709
Inventory,3026,18,1,Healthcare,5,Yes,4592190.396,26196592.89,20,72.36108694
Inventory,3027,12,4,Hospitality,12,No,4706860.594,15039240.04,60,55.70886714
Working Capital,3028,5,10,Financial Services,13,Yes,7782268.138,43022299.71,46,45.94197702
Real Estate,3029,2,2,Hospitality,15,Yes,5603596.454,28024445.72,63,61.30622978
Employee/Payroll,3030,13,7,Financial Services,19,No,6705662.434,26418921.63,22,29.06981356
Employee/Payroll,3031,20,5,Retail,3,No,5826001.626,22075632.85,47,61.1122925
Operation Expansion,3032,9,5,Manufacturing,10,No,5140512.336,36091978.44,56,52.18028627
Operation Expansion,3033,11,5,Manufacturing,12,Yes,4009347.778,13075521.91,58,73.58294782
Inventory,3034,9,6,Hospitality,2,Yes,4344364.031,34654601.96,47,76.55649367
Working Capital,3035,5,2,Manufacturing,12,No,6783311.697,39336578.66,55,46.26242973
New Equipment,3036,19,5,Retail,15,No,2286961.34,29531695.5,30,51.06676534
Employee/Payroll,3037,19,4,Healthcare,4,Yes,5904873.112,36415424.38,21,63.12860177
Operation Expansion,3038,13,3,Financial Services,4,No,3212084.829,21981067.05,20,69.41810228
Working Capital,3039,20,9,Retail,19,Yes,6094762.389,31210362.44,56,42.06617979
Operation Expansion,3040,4,2,Retail,8,No,5116506.324,24392081.81,58,63.01327952
Real Estate,3041,9,9,Manufacturing,19,No,4064304.48,30722089.14,52,41.19156606
Real Estate,3042,18,7,Financial Services,17,No,4700355.345,29972803.27,41,40.07630403
Inventory,3043,18,4,Retail,7,Yes,4847551.398,32687128.62,55,67.94661839
New Equipment,3044,6,8,Hospitality,9,Yes,6431262.013,29559861.45,25,60.00343575
New Equipment,3045,20,1,Financial Services,19,Yes,6295909.177,33117247.5,65,47.93057661
New Equipment,3046,11,2,Healthcare,17,No,8864365.444,22015259.6,20,32.32876244
Inventory,3047,14,9,Healthcare,12,Yes,6225178.806,24066220.49,46,55.92527225
Real Estate,3048,1,10,Manufacturing,14,No,2322692.904,36424669.98,27,52.2561034
New Equipment,3049,7,5,Healthcare,13,No,4073255.677,31788953.36,40,52.19414321
Inventory,3050,7,10,Healthcare,5,Yes,6680058.466,25076915.72,15,61.63991169
Employee/Payroll,3051,11,7,Hospitality,11,No,5684100.768,23777716.85,27,46.0412021
New Equipment,3052,5,7,Manufacturing,12,Yes,6555121.386,23374405.35,29,61.38883752
Inventory,3053,18,5,Manufacturing,7,Yes,7238818.396,21298102.37,51,65.16681118
Operation Expansion,3054,15,6,Hospitality,18,No,4731153.541,17791997.28,50,42.51220338
Inventory,3055,10,7,Financial Services,9,Yes,6573927.663,30661566.32,55,61.12205091
New Equipment,3056,7,7,High-Tech,16,No,4245994.283,38167270.36,45,42.66082415
Employee/Payroll,3057,13,5,Healthcare,20,Yes,6295037.364,29517068.27,35,42.25019078
Working Capital,3058,16,9,Healthcare,18,Yes,3914805.327,32133259.9,44,50.39416331
Working Capital,3059,5,6,Manufacturing,1,Yes,4329371.454,20765388.54,46,88.55548095
Operation Expansion,3060,4,1,Manufacturing,4,No,6356880.829,21464361.35,29,66.39577594
Working Capital,3061,19,5,Manufacturing,4,No,4828481.913,19793795.83,21,63.17176946
Inventory,3062,1,7,Financial Services,11,Yes,5895496.733,29165655.17,31,61.84161709
Employee/Payroll,3063,18,3,Hospitality,9,Yes,3890134.044,35374259.42,59,65.47823005
Inventory,3064,16,7,Financial Services,14,Yes,4190009.427,13457281.23,53,65.42839796
New Equipment,3065,20,8,High-Tech,17,No,5391753.018,10092969.54,65,44.71141848
Real Estate,3066,5,5,Financial Services,6,No,4746559.814,15884924.91,55,69.85724236
Employee/Payroll,3067,18,5,Manufacturing,20,No,4824794.838,30066592.26,52,35.28302771
Employee/Payroll,3068,17,3,Financial Services,10,Yes,7995414.331,31026793.32,65,55.19009799
Employee/Payroll,3069,2,1,Hospitality,8,No,6377910.717,20455268.91,29,57.42944076
Employee/Payroll,3070,9,10,High-Tech,17,No,6767271.083,20527627.21,61,35.77088389
